,artwork,titleLabel,materialLabel,genreLabel,collectionLabel,depictLabel,movementLabel,subjectLabel,creatorBirthPlaceLabel,creatorCountryLabel,creatorLabel,genderLabel,inceptionLabel,widthLabel,heightLabel,image,startTime,locLabel,artworkLabel,locatedLabel,endTime,countryLabel,instanceOfLabel,num_creators
636,http://www.wikidata.org/entity/Q41796334,,oil paint; panel,religious art,Department of Paintings of the Louvre,crucifixion of Jesus; Jesus,Flemish Baroque painting,crucifixion of Jesus; Raising of the Cross,Siegen,Germany,Peter Paul Rubens,male,1609,[107.0],[68.0],http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Paul%20Rubens%20-%20Raising%20of%20the%20Cross%20-%20WGA20437.jpg,{'nan'},Louvre Museum,The Raising of the Cross,,,France,painting,1
639,http://www.wikidata.org/entity/Q4726754,,oil paint; canvas,portrait,Department of Paintings of the Louvre,Aline Chassériau; chignon; long hair; woman; part; comb,Romanticism,Aline Chassériau,El Limón,Dominican Republic,Théodore Chassériau,male,1835,[73.6],[92.4],http://commons.wikimedia.org/wiki/Special:FilePath/Aline%20Chasseriau%20portrait.jpg,{'nan'},Louvre Museum,Aline Chassériau,,,France,painting,1
640,http://www.wikidata.org/entity/Q476458,Le serment des Horaces; Oath of the Horatii,oil paint; canvas,neoclassicism; history painting,Department of Paintings of the Louvre,veil; seat; mourning; paludamentum; brown hair; galea; spear; clothing in ancient Rome; Horatia gens; pain; beard; Horace; white hair; Roman salute; sandal; child; arcade; tunic; blond hair; oath; crying; sitting; woman; clothing; Publius Horatius; dress; brick; sorrow; elderly people; man; mother; sword; vanishing point; family,neoclassicism,,Paris,France,Jacques-Louis David,male,1784,"[425.0, 37.5]","[330.0, 26.5]",http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%2C%20Le%20Serment%20des%20Horaces.jpg,{'nan'},Louvre Museum,The Oath of the Horatii,,,France,painting,1
643,http://www.wikidata.org/entity/Q5108945,,wood; oil paint,religious art,Department of Paintings of the Louvre; Cook collection,column; man; tear; blood; crown of thorns; rope; Jesus,Renaissance painting; Early Renaissance,Flagellation of Christ,Messina,Italy,Antonello da Messina,male,1477,[21.0],[30.0],http://commons.wikimedia.org/wiki/Special:FilePath/Antonello%20da%20Messina%20-%20Christ%20at%20the%20Column%20-%20WGA0744.jpg,{'nan'},Louvre Museum,Christ at the Column,,,France,painting,1
644,http://www.wikidata.org/entity/Q538243,La Petite Sainte Famille,walnut wood; oil paint,religious art,Department of Paintings of the Louvre,Child Saint John; boy; woman; Virgin Mary; Child Jesus,Italian Renaissance,,Urbino,Italy,Raphael,male,1519,[32.0],[38.0],http://commons.wikimedia.org/wiki/Special:FilePath/Raph%C3%A4el%20-%20La%20Petite%20Sainte%20Famille.jpg,{'nan'},Louvre Museum,Holy Family with Saint Elizabeth and the infant St. John,,,France,painting,1
645,http://www.wikidata.org/entity/Q5454994,Der Fischfang,oil paint; canvas,landscape art,Department of Paintings of the Louvre,fishing; haystack; city; hill; barque; watercourse; broad-leaved tree; landscape; fish,Baroque,fishing,Bologna,Italy,Annibale Carracci,male,1586,[253.0],[136.0],http://commons.wikimedia.org/wiki/Special:FilePath/Annibale%20Carracci%20-%20Fishing%20-%20WGA4414.jpg,{'nan'},Louvre Museum,Fishing,,,France,painting,1
646,http://www.wikidata.org/entity/Q546977,Portrait of Baldassare Castiglione,oil paint; canvas,High Renaissance; portrait,Department of Paintings of the Louvre,beard; Baldassarre Castiglione,Italian Renaissance,Baldassarre Castiglione,Urbino,Italy,Raphael,male,1514,[67.0],[82.0],http://commons.wikimedia.org/wiki/Special:FilePath/Baldassare%20Castiglione%2C%20by%20Raffaello%20Sanzio%2C%20from%20C2RMF%20retouched.jpg,{'nan'},Louvre Museum,Portrait of Baldassare Castiglione,,,France,painting,1
647,http://www.wikidata.org/entity/Q563727,"La Vierge, l'Enfant Jésus et sainte Anne",poplar wood; oil paint,religious art; High Renaissance,Department of Paintings of the Louvre,lamb; mother; Virgin Mary; Virgin and Child with Saint Anne; Child Jesus; Saint Anne,High Renaissance,Virgin and Child with Saint Anne,Anchiano,Italy,Leonardo da Vinci,male,1503,[130.0],[168.0],http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20-%20Virgin%20and%20Child%20with%20St%20Anne%20C2RMF%20retouched.jpg,{'nan'},Louvre Museum,The Virgin and Child with Saint Anne,,,France,painting,1
649,http://www.wikidata.org/entity/Q5712851,,oil paint,self-portrait,Department of Paintings of the Louvre,palette; man; easel; paintbrush; Rembrandt; painter,Dutch Golden Age painting,Rembrandt,Leiden,Netherlands,Rembrandt,male,1660,[85.0],[111.0],http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%2C%20Auto-portrait%2C%201660.jpg,{'nan'},Louvre Museum,Self-portrait with easel,,,France,painting,1
650,http://www.wikidata.org/entity/Q5791685,Cristo en la cruz adorado por dos donantes,oil paint; canvas,group portrait; religious art,Department of Paintings of the Louvre,donor; crucifixion of Jesus; man; Jesus,Spanish Renaissance,crucifixion of Jesus,Crete,Greece,El Greco,male,1590,[180.0],[248.9],http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20-%20Le%20Christ%20en%20croix%20ador%C3%A9%20par%20deux%20donateurs%2002.jpg,{'nan'},Louvre Museum,Christ on the Cross Adored by Donors,Prades,,France,painting,1
651,http://www.wikidata.org/entity/Q5792618,,oil paint; canvas,religious art,Department of Paintings of the Louvre,angel; Virgin Mary; birth; birth of the Virgin Mary,Baroque painting,birth of the Virgin Mary,Seville,Spain,Bartolomé Esteban Murillo,male,1661,[349.0],[179.0],http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Esteban%20Perez%20Murillo%20-%20Birth%20of%20the%20Virgin%20-%20WGA16372.jpg,{'nan'},Louvre Museum,The Birth of the Virgin,,,France,painting,1
652,http://www.wikidata.org/entity/Q5818528,Œdipe explique l'énigme du sphinx,oil paint; canvas,nude; mythological painting,Department of Paintings of the Louvre,sphinx; Oedipus; bone; nudity; cadaver; man; eye contact; spear; cave,Romanticism,,Montauban,France,Jean Auguste Dominique Ingres,male,1808,[144.0],[189.0],http://commons.wikimedia.org/wiki/Special:FilePath/IngresOdipusAndSphinx.jpg,{'nan'},Louvre Museum,Oedipus and the Sphinx,,,France,painting,1
653,http://www.wikidata.org/entity/Q594470,Saint Michel terrassant le démon dit Le Grand Saint Michel,oil paint; canvas,religious art,Department of Paintings of the Louvre,angel; Michael the Archangel,Italian Renaissance,War in Heaven,Urbino,Italy,Raphael,male,1518,[160.0],[268.0],http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Grand%20Saint%20Michel%2C%20by%20Raffaello%20Sanzio%2C%20from%20C2RMF%20retouched.jpg,{'nan'},Louvre Museum,St. Michael Vanquishing Satan,,,France,painting,1
654,http://www.wikidata.org/entity/Q5944788,La Présentation au Temple,oil paint; canvas,religious art,Department of Paintings of the Louvre,man; Presentation of Jesus at the Temple; Jerusalem; Catholic priest; woman; angel; Virgin Mary; child,Baroque painting,Presentation of Jesus at the Temple,Paris,France,Simon Vouet,male,1640,[250.0],[393.0],http://commons.wikimedia.org/wiki/Special:FilePath/Vouet%20temple%20louvre.jpg,{'nan'},Louvre Museum,The Presentation in the Temple,,,France,painting,1
661,http://www.wikidata.org/entity/Q597114,Death of the Virgin; culo de vieja,oil paint; canvas,Baroque; religious art,Department of Paintings of the Louvre,death; drapery; Agony; Death of the Virgin Mary; woman; Mary Magdalene; Virgin Mary,Baroque,Death of the Virgin Mary,Milan,Italy,Caravaggio,male,1603,[245.0],[369.0],http://commons.wikimedia.org/wiki/Special:FilePath/Death%20of%20the%20Virgin-Caravaggio%20%281606%29.jpg,{'nan'},Louvre Museum,Death of the Virgin,,,France,painting,1
663,http://www.wikidata.org/entity/Q6034540,Santa Apolonia,oil paint; canvas,religious art,Department of Paintings of the Louvre,Saint Apollonia; human tooth; surgical forceps; woman; palm branch; aureola; flower crown,Baroque,Saint Apollonia,Fuente de Cantos,Spain,Francisco de Zurbarán,male,1636,[67.0],"[116.0, 134.0]",http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Zurbar%C3%A1n%20035.jpg,"{'1867', 'nan'}",Louvre Museum,Saint Apollonia,,,France,painting,1
664,http://www.wikidata.org/entity/Q6106746,,vellum; oil paint; canvas,portrait,Department of Paintings of the Louvre,dress; England; woman; Anne of Cleves; goldsmithing,German Renaissance,Anne of Cleves,Augsburg,Germany,Hans Holbein,male,1539,[48.0],[65.0],http://commons.wikimedia.org/wiki/Special:FilePath/AnneCleves.jpg,{'nan'},Louvre Museum,Betrothal portrait of Anne of Cleves,,,France,painting,1
665,http://www.wikidata.org/entity/Q6106755,,oil paint; canvas,portrait,Department of Paintings of the Louvre,1795–1820 clothing; table; man; sword; chair; Ferdinand-Pierre-Marie-Dorothée Guillemardet; sitting; bicorne,Romanticism,Ferdinand-Pierre-Marie-Dorothée Guillemardet,Fuendetodos,Spain,Francisco Goya,male,1798,[124.0],[186.0],http://commons.wikimedia.org/wiki/Special:FilePath/Ferdinand%20Guillemardet.jpg,{'nan'},Louvre Museum,Ferdinand Guillemardet,,,France,painting,1
671,http://www.wikidata.org/entity/Q6456889,"Jeanne d’Arc au sacre du roi Charles VII, dans la cathédrale de Reims",oil paint; canvas,religious art,Department of Paintings of the Louvre,Joan of Arc,Romanticism,,Montauban,France,Jean Auguste Dominique Ingres,male,1854,[178.0],[240.0],http://commons.wikimedia.org/wiki/Special:FilePath/Ingres%20coronation%20charles%20vii.jpg,{'nan'},Louvre Museum,Joan of Arc at the Coronation of Charles VII,,,France,painting,1
672,http://www.wikidata.org/entity/Q656434,,oil paint; panel,portrait,Department of Paintings of the Louvre,woman,High Renaissance,,Anchiano,Italy,Leonardo da Vinci,male,1490,[45.0],[63.0],http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20%28attrib%29-%20la%20Belle%20Ferroniere.jpg,{'nan'},Louvre Museum,La belle ferronnière,,,France,painting,1
673,http://www.wikidata.org/entity/Q71828472,Autoportrait au turban,oil paint; canvas,self-portrait,Department of Paintings of the Louvre,Hyacinthe Rigaud,Baroque painting,Hyacinthe Rigaud,Perpignan,France,Hyacinthe Rigaud,male,1698,[67.0],[83.0],http://commons.wikimedia.org/wiki/Special:FilePath/Autoportrait%20au%20turban%20%28Perpignan%29.jpg,{'nan'},Louvre Museum,Self-Portrait in a Turban,,,France,painting,1
676,http://www.wikidata.org/entity/Q738038,,wood; oil paint,religious art,Department of Paintings of the Louvre,mother; boy; woman; Virgin Mary; Child Jesus,Italian Renaissance,Madonna and Child,Urbino,Italy,Raphael,male,1515,[48.7],[68.0],http://commons.wikimedia.org/wiki/Special:FilePath/La%20Vierge%20au%20voile%2C%20by%20Raffaello%20Sanzio%2C%20from%20C2RMF%20retouched.jpg,{'nan'},Louvre Museum,Madonna with the Blue Diadem,,,France,painting,1
677,http://www.wikidata.org/entity/Q7448167,L'Autoportrait de Chassériau (ou Portrait de l'Artiste en Redingote,oil paint; canvas,self-portrait,Department of Paintings of the Louvre,Théodore Chassériau; man,Romanticism,Théodore Chassériau,El Limón,Dominican Republic,Théodore Chassériau,male,1835,[82.0],[99.0],http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9odore%20chass%C3%A9riau%2C%20autoritratto%2C%201835.jpg; http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9odore%20Chass%C3%A9riau%20-%20Portrait%20de%20l%27artiste.jpg,{'nan'},Louvre Museum,Self-portrait,,,France,painting,1
678,http://www.wikidata.org/entity/Q783215,,wood; oil paint,religious art,Department of Paintings of the Louvre,John the Baptist,High Renaissance,John the Baptist,Anchiano,Italy,Leonardo da Vinci,male,1513,[57.0],[69.0],http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20-%20Saint%20John%20the%20Baptist%20C2RMF%20retouched.jpg,{'nan'},Louvre Museum,Saint John the Baptist,,,France,painting,1
679,http://www.wikidata.org/entity/Q798034,,oil paint; canvas,mythological painting,Department of Paintings of the Louvre,nudity; horse; mountain; Red Deer; broad-leaved tree; sitting; Bacchus; John the Baptist,High Renaissance,,Anchiano,Italy,Leonardo da Vinci,male,1513,[115.0],[177.0],http://commons.wikimedia.org/wiki/Special:FilePath/Bacchus%20%28painting%29.jpg,{'nan'},Louvre Museum,Bacchus,,,France,painting,1
680,http://www.wikidata.org/entity/Q88539317,Les Ombres de Francesca da Rimini et de Paolo Malatesta apparaissent à Dante et à Virgile; dante e virgilio incontrano le ombre di francesca da rimini e paolo malatesta nell'oltretomba; Francesca da Rimini en Paolo Malatesta aanschouwd door Dante en Vergilius,oil paint; canvas,nude,Department of Paintings of the Louvre,Dante Alighieri; Paolo Malatesta; Francesca da Rimini; Virgil; man; beatific vision; couple; woman,Romanticism,,Dordrecht,Netherlands,Ary Scheffer,male,1855,[239.0],[171.0],http://commons.wikimedia.org/wiki/Special:FilePath/1855%20Ary%20Scheffer%20-%20The%20Ghosts%20of%20Paolo%20and%20Francesca%20Appear%20to%20Dante%20and%20Virgil.jpg,{'nan'},Louvre Museum,Q88539317,,,France,painting,1
682,http://www.wikidata.org/entity/Q9191521,La Femme adultère,oil paint; canvas,religious art,Department of Paintings of the Louvre,Jesus and the woman taken in adultery,classicism,Jesus and the woman taken in adultery,Les Andelys,France,Nicolas Poussin,male,1653,[195.0],[121.0],http://commons.wikimedia.org/wiki/Special:FilePath/Nicolas%20Poussin%20-%20Le%20Christ%20et%20la%20femme%20adult%C3%A8re.jpg,{'nan'},Louvre Museum,Christ and the Woman Taken in Adultery,,,France,painting,1
683,http://www.wikidata.org/entity/Q935815,,oil paint; canvas,religious art,Department of Paintings of the Louvre,man; Jesus,Baroque,resurrection of Jesus,Bologna,Italy,Annibale Carracci,male,1593,[160.0],[217.0],http://commons.wikimedia.org/wiki/Special:FilePath/Annibale%20carracci%2C%20resurrezione%20di%20cristo%2C%201593.JPG,{'nan'},Louvre Museum,Resurrection of Christ,,,France,painting,1
684,http://www.wikidata.org/entity/Q9372007,,oil paint; canvas,nude; mythological painting,Department of Paintings of the Louvre,"satyr; sky; bow; Jupiter; hunting dog; quiver; umbilicus; rural area; Cupid; woman; Venus; nudity; clothed male, naked female; lying; Aphrodite; Eros; arrow; tree; breast; Bacchanalia; parforce hunting",High Renaissance; Venetian school,,Pieve di Cadore,Italy,Titian,male,1540,[89.0],[109.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jupiter%20and%20Antiope%2C%20by%20Titian.jpg,{'nan'},Louvre Museum,Jupiter and Antiope,,,France,painting,1
685,http://www.wikidata.org/entity/Q9387720,,oil paint; canvas,religious art,Department of Paintings of the Louvre,miracle; broad-leaved tree; tent; food; Moses,classicism,gathering of manna,Les Andelys,France,Nicolas Poussin,male,1638,[200.0],[149.0],http://commons.wikimedia.org/wiki/Special:FilePath/Poussin%2C%20Nicolas%20-%20The%20Jews%20Gathering%20the%20Manna%20in%20the%20Desert%20-1637%20-%201639.jpg,{'nan'},Louvre Museum,The Israelites gathering Manna in the Desert,,,France,painting,1
686,http://www.wikidata.org/entity/Q9396043,,gold; tempera; canvas; panel,religious art,Department of Paintings of the Louvre,Saint Denis; man; God the Father; Éleuthère; Eucharist; Rustique; martyr; angel; decapitation; Jesus,Gothic art,crucifixion of Jesus,Breda,Netherlands,Henri Bellechose,male,1416,[211.0],[162.0],http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Bellechose%20001.jpg,{'nan'},Louvre Museum,Saint Denis Altarpiece,,,France,painting,1
687,http://www.wikidata.org/entity/Q9401827,Funérailles d'Atala; Atala au tombeau,oil paint; canvas,religious art,Department of Paintings of the Louvre,shroud; black hair; pain; monk; Chactas; Atala; beard; burial; white hair; rural area; shovel; sitting; woman; cadaver; standing; man; hug; long hair; chestnut hair; male toplessness; cave,neoclassicism; Romanticism,,Montargis,France,Anne-Louis Girodet de Roussy-Trioson,male,1808,[267.0],[207.0],http://commons.wikimedia.org/wiki/Special:FilePath/Anne-Louis%20Girodet%20De%20Roucy-Trioson%20-%20The%20Entombment%20of%20Atala%20-%20WGA09504.jpg,{'nan'},Louvre Museum,The Entombment of Atala,,,France,painting,1
688,http://www.wikidata.org/entity/Q9402747,,oil paint; canvas,religious art,Department of Paintings of the Louvre,candle; Child Jesus,Caravaggisti; classicism,Adoration of the shepherds,Vic-sur-Seille,France,Georges de La Tour,male,1645,[131.0],[107.0],http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20de%20La%20Tour%20001.jpg,{'nan'},Louvre Museum,The Adoration of the Shepherds,,,France,painting,1
689,http://www.wikidata.org/entity/Q9404348,,oil paint; canvas,mythological painting,Department of Paintings of the Louvre,valley; cloud; kidnapping; Pluto; mountain; watercourse; chariot; Proserpina,School of Fontainebleau,,Modena,Italy,Niccolò dell'Abbate,male,1560,[215.0],[196.0],http://commons.wikimedia.org/wiki/Special:FilePath/Abbate-The%20Rape%20of%20Proserpine.jpg,{'nan'},Louvre Museum,The Rape of Proserpine,,,France,painting,1
690,http://www.wikidata.org/entity/Q945164,,oil paint,portrait,Department of Paintings of the Louvre,Alof de Wignacourt; man,Baroque,,Milan,Italy,Caravaggio,male,1607,[134.0],[194.0],http://commons.wikimedia.org/wiki/Special:FilePath/Alof%20Louvre.jpg,{'nan'},Louvre Museum,Portrait of Alof de Wignacourt and his Page,,,France,painting,1
691,http://www.wikidata.org/entity/Q9500247,,tempera; poplar wood; oil paint,religious art,Department of Paintings of the Louvre,mother; Virgin Mary; John the Baptist; aureola; Child Jesus,Florentine School; Early Renaissance,Madonna and Child,Florence,Italy,Sandro Botticelli,male,1468,[67.0],[90.7],http://commons.wikimedia.org/wiki/Special:FilePath/Botticelli%2004%20Louvre.jpg,{'nan'},Louvre Museum,Madonna and Child with the Young St. John the Baptist,,,France,painting,1
692,http://www.wikidata.org/entity/Q965822,Madonna della Vittoria,tempera; oil paint; canvas,religious art,Department of Paintings of the Louvre,man; mother; Saint George; boy; woman; angel; Virgin Mary; Child Jesus,Italian Renaissance,sacra conversazione,Piazzola sul Brenta,Italy,Andrea Mantegna,male,1500,[168.0],[285.0],http://commons.wikimedia.org/wiki/Special:FilePath/Madone%20VictoireMantegna.jpg,{'nan'},Louvre Museum,Madonna della Vittoria,,,France,painting,1
